title,author,rating,genres,pages,description,main genre 
"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,4.29,"['Science', 'Nonfiction', 'Biography', 'History', 'Biology', 'Audiobook', 'Biography', 'Memoir']",536,"When Jennifer Doudna was in sixth grade, she came home one day to find that her dad had left a paperback titled The Double Helix on her bed. As she sped through the pages, she became enthralled by the intense drama behind the competition to discover the code of life. Even though her high school counselor told her girls didn’t become scientists, she decided she would.Driven by a passion to understand how nature works and to turn discoveries into inventions, she would help to make what the book’s author, James Watson, told her was the most important biological advance since his co-discovery of the structure of DNA. She and her collaborators turned ​a curiosity ​of nature into an invention that will transform the human race: an easy-to-use tool that can edit DNA. Known as CRISPR, it opened a brave new world of medical miracles and moral questions. The development of CRISPR and the race to create vaccines for coronavirus will hasten our transition to the next great innovation revolution. The past half-century has been a digital age, based on the microchip, computer, and internet. Now we are entering a life-science revolution. Children who study digital coding will be joined by those who study genetic code. Should we use our new evolution-hacking powers to make us less susceptible to viruses? What a wonderful boon that would be! And what about preventing depression? Hmmm…Should we allow parents, if they can afford it, to enhance the height or muscles or IQ of their kids? After helping to discover CRISPR, Doudna became a leader in wrestling with these moral issues and, with her collaborator Emmanuelle Charpentier, won the Nobel Prize in 2020.",history-biography
"Four Hundred Souls: A Community History of African America, 1619-2019",Ibram X. Kendi,4.57,"['Nonfiction', 'History', 'Race', 'Social', 'Justice', 'Audiobook', 'Essays', 'Politics']",504,"An epoch-defining history of African America, the first to appear in a generation, Four Hundred Souls is a chronological account of four hundred years of Black America as told by ninety of America's leading Black writers.Curated by Ibram X. Kendi, author of the number one bestseller How To Be an Antiracist, and fellow historian Keisha N. Blain, Four Hundred Souls begins with the arrival of twenty enslaved Ndongo people on the shores of the British colony in mainland America in 1619, the year before the arrival of the Mayflower. In eighty chronological chapters, the book charts the tragic and triumphant four-hundred-year history of Black American experience in a choral work of exceptional power and beauty. Contributors include some of the best-known scholars, writers, historians, journalists, lawyers, poets and activists of contemporary America who together bring to vivid life countless new facets to the drama of slavery and resistance, segregation and survival, migration and self-discovery, cultural oppression and world-changing artistic, literary and musical creativity. In these pages are dozens of extraordinary lives and personalities, rescued from the archives and restored to their rightful place in America's narrative, as well as the ghosts of millions more.Four Hundred Souls is an essential work of story-telling and reclamation that redefines America and changes our notion of how history is written.",history-biography
Vanderbilt: The Rise and Fall of an American Dynasty,Anderson Cooper,3.82,"['Nonfiction', 'History', 'Biography', 'Audiobook', 'Memoir', 'Biography', 'Memoir', 'Historical']",317,"New York Times bestselling author and journalist Anderson Cooper teams with New York Times bestselling historian and novelist Katherine Howe to chronicle the rise and fall of a legendary American dynasty—his mother’s family, the Vanderbilts.When eleven-year-old Cornelius Vanderbilt began to work on his father’s small boat ferrying supplies in New York Harbor at the beginning of the nineteenth century, no one could have imagined that one day he would, through ruthlessness, cunning, and a pathological desire for money, build two empires—one in shipping and another in railroads—that would make him the richest man in America. His staggering fortune was fought over by his heirs after his death in 1877, sowing familial discord that would never fully heal. Though his son Billy doubled the money left by “the Commodore,” subsequent generations competed to find new and ever more extraordinary ways of spending it. By 2018, when the last Vanderbilt was forced out of The Breakers—the seventy-room summer estate in Newport, Rhode Island, that Cornelius’s grandson and namesake had built—the family would have been unrecognizable to the tycoon who started it all.Now, the Commodore’s great-great-great-grandson Anderson Cooper, joins with historian Katherine Howe to explore the story of his legendary family and their outsized influence. Cooper and Howe breathe life into the ancestors who built the family’s empire, basked in the Commodore’s wealth, hosted lavish galas, and became synonymous with unfettered American capitalism and high society. Moving from the hardscrabble wharves of old Manhattan to the lavish drawing rooms of Gilded Age Fifth Avenue, from the ornate summer palaces of Newport to the courts of Europe, and all the way to modern-day New York, Cooper and Howe wryly recount the triumphs and tragedies of an American dynasty unlike any other.Written with a unique insider’s viewpoint, this is a rollicking, quintessentially American history as remarkable as the family it so vividly captures.",history-biography
Come Fly The World: The Jet-Age Story of the Women of Pan Am,Julia  Cooke,3.66,"['Nonfiction', 'History', 'Travel', 'Audiobook', 'Biography', 'Feminism', 'Historical']",288,"Glamour, danger, liberation: in a Mad Men–era of commercial flight, Pan Am World Airways attracted the kind of young woman who wanted out, and wanted up Required to have a college degree, speak two languages, and possess the political savvy of a Foreign Service officer, a jet-age stewardess serving on iconic Pan Am between 1966 and 1975 also had to be between 5′3"" and 5′9"", between 105 and 140 pounds, and under 26 years of age at the time of hire. Julia Cooke’s intimate storytelling weaves together the real-life stories of a memorable cast of characters, from Lynne Totten, a science major who decided life in a lab was not for her, to Hazel Bowie, one of the relatively few black stewardesses of the era, as they embraced the liberation of their new jet-set life. Cooke brings to life the story of Pan Am stewardesses’ role in the Vietnam War, as the airline added runs from Saigon to Hong Kong for planeloads of weary young soldiers straight from the battlefields, who were off for five days of R&R, and then flown back to war. Finally, with Operation Babylift—the dramatic evacuation of 2,000 children during the fall of Saigon—the book’s special cast of stewardesses unites to play an extraordinary role on the world stage.",history-biography
How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,4.72,"['Nonfiction', 'History', 'Race', 'Audiobook', 'Social', 'Justice', 'Politics', 'American', 'History']",336,"Poet and contributor to The Atlantic Clint Smith’s revealing, contemporary portrait of America as a slave owning nation  Beginning in his own hometown of New Orleans, Clint Smith leads the reader through an unforgettable tour of monuments and landmarks-those that are honest about the past and those that are not-that offer an intergenerational story of how slavery has been central in shaping our nation's collective history, and ourselves. It is the story of the Monticello Plantation in Virginia, the estate where Thomas Jefferson wrote letters espousing the urgent need for liberty while enslaving over 400 people on the premises. It is the story of the Whitney Plantation, one of the only former plantations devoted to preserving the experience of the enslaved people whose lives and work sustained it. It is the story of Angola Prison in Louisiana, a former plantation named for the country from which most of its enslaved people arrived and which has since become one of the most gruesome maximum-security prisons in the world. And it is the story of Blandford Cemetery, the final resting place of tens of thousands of Confederate soldiers. In a deeply researched and transporting exploration of the legacy of slavery and its imprint on centuries of American history, How the Word Is Passed illustrates how some of our country's most essential stories are hidden in plain view-whether in places we might drive by on our way to work, holidays such as Juneteenth, or entire neighborhoods—like downtown Manhattan—on which the brutal history of the trade in enslaved men, women and children has been deeply imprinted. Informed by scholarship and brought alive by the story of people living today, Clint Smith’s debut work of nonfiction is a landmark work of reflection and insight that offers a new understanding of the hopeful role that memory and history can play in understanding our country.",history-biography
The Doctors Blackwell: How Two Pioneering Sisters Brought Medicine to Women and Women to Medicine,Janice P. Nimura,3.6,"['Nonfiction', 'History', 'Biography', 'Science', 'Feminism', 'Medicine', 'Medical']",336,"Elizabeth Blackwell believed from an early age that she was destined for a mission beyond the scope of ""ordinary"" womanhood. Though the world at first recoiled at the notion of a woman studying medicine, her intelligence and intensity ultimately won her the acceptance of the male medical establishment. In 1849, she became the first woman in America to receive an M.D. She was soon joined in her iconic achievement by her younger sister, Emily, who was actually the more brilliant physician.Exploring the sisters’ allies, enemies, and enduring partnership, Janice P. Nimura presents a story of trial and triumph. Together, the Blackwells founded the New York Infirmary for Indigent Women and Children, the first hospital staffed entirely by women. Both sisters were tenacious and visionary, but their convictions did not always align with the emergence of women’s rights—or with each other. From Bristol, Paris, and Edinburgh to the rising cities of antebellum America, this richly researched new biography celebrates two complicated pioneers who exploded the limits of possibility for women in medicine. As Elizabeth herself predicted, ""a hundred years hence, women will not be what they are now.""",history-biography
The Light of Days: The Untold Story of Women Resistance Fighters in Hitler's Ghettos,Judy Batalion,4.08,"['Nonfiction', 'History', 'World', 'War', 'I', 'I', 'Holocaust', 'War', 'Biography', 'Historical']",560,"One of the most important stories of World War II, already optioned by Steven Spielberg for a major motion picture: a spectacular, searing history that brings to light the extraordinary accomplishments of brave Jewish women who became resistance fighters—a group of unknown heroes whose exploits have never been chronicled in full, until now.Witnesses to the brutal murder of their families and neighbors and the violent destruction of their communities, a cadre of Jewish women in Poland—some still in their teens—helped transform the Jewish youth groups into resistance cells to fight the Nazis. With courage, guile, and nerves of steel, these “ghetto girls” paid off Gestapo guards, hid revolvers in loaves of bread and jars of marmalade, and helped build systems of underground bunkers. They flirted with German soldiers, bribed them with wine, whiskey, and home cooking, used their Aryan looks to seduce them, and shot and killed them. They bombed German train lines and blew up a town’s water supply. They also nursed the sick and taught children.Yet the exploits of these courageous resistance fighters have remained virtually unknown.As propulsive and thrilling as Hidden Figures, In the Garden of Beasts, Band of Brothers, and A Train in Winter, The Light of Days at last tells the true story of these incredible women whose courageous yet little-known feats have been eclipsed by time. Judy Batalion—the granddaughter of Polish Holocaust survivors—takes us back to 1939 and introduces us to Renia Kukielka, a weapons smuggler and messenger who risked death traveling across occupied Poland on foot and by train. Joining Renia are other women who served as couriers, armed fighters, intelligence agents, and saboteurs, all who put their lives in mortal danger to carry out their missions. Batalion follows these women through the savage destruction of the ghettos, arrest and internment in Gestapo prisons and concentration camps, and for a lucky few—like Renia, who orchestrated her own audacious escape from a brutal Nazi jail—into the late 20th century and beyond.Powerful and inspiring, featuring twenty black-and-white photographs, The Light of Days is an unforgettable true tale of war, the fight for freedom, exceptional bravery, female friendship, and survival in the face of staggering odds.  ",history-biography
"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell,4.03,"['History', 'Nonfiction', 'Audiobook', 'War', 'World', 'War', 'I', 'I', 'Military', 'Fiction', 'Historical']",256,"An exploration of how technology and best intentions collide in the heat of warA New York Times Book Review Editors’ ChoiceIn The Bomber Mafia, Malcolm Gladwell weaves together the stories of a Dutch genius and his homemade computer, a band of brothers in central Alabama, a British psychopath, and pyromaniacal chemists at Harvard to examine one of the greatest moral challenges in modern American history. Most military thinkers in the years leading up to World War II saw the airplane as an afterthought. But a small band of idealistic strategists, the “Bomber Mafia,” asked: What if precision bombing could cripple the enemy and make war far less lethal?   In contrast, the bombing of Tokyo on the deadliest night of the war was the brainchild of General Curtis LeMay, whose brutal pragmatism and scorched-earth tactics in Japan cost thousands of civilian lives, but may have spared even more by averting a planned US invasion. In The Bomber Mafia, Gladwell asks, “Was it worth it?” Things might have gone differently had LeMay’s predecessor, General Haywood Hansell, remained in charge. Hansell believed in precision bombing, but when he and Curtis LeMay squared off for a leadership handover in the jungles of Guam, LeMay emerged victorious, leading to the darkest night of World War II. The Bomber Mafia is a riveting tale of persistence, innovation, and the incalculable wages of war.",history-biography
"The Three Mothers: How the Mothers of Martin Luther King, Jr., Malcolm X, and James Baldwin Shaped a Nation",Anna Malaika Tubbs,4.09,"['Nonfiction', 'History', 'Biography', 'Feminism', 'Race', 'Social', 'Justice', 'Audiobook']",261,"In her groundbreaking and essential debut The Three Mothers, scholar Anna Malaika Tubbs celebrates Black motherhood by telling the story of the three women who raised and shaped some of America's most pivotal heroes: Martin Luther King, Jr., Malcolm X, and James Baldwin.Much has been written about Berdis Baldwin's son James, about Alberta King's son Martin Luther, and Louise Little's son Malcolm. But virtually nothing has been said about the extraordinary women who raised them, who were all born at the beginning of the 20th century and forced to contend with the prejudices of Jim Crow as Black women.Berdis, Alberta, and Louise passed their knowledge to their children with the hope of helping them to survive in a society that would deny their humanity from the very beginning--from Louise teaching her children about their activist roots, to Berdis encouraging James to express himself through writing, to Alberta basing all of her lessons in faith and social justice. These women used their strength and motherhood to push their children toward greatness, all with a conviction that every human being deserves dignity and respect despite the rampant discrimination they faced.These three mothers taught resistance and a fundamental belief in the worth of Black people to their sons, even when these beliefs flew in the face of America's racist practices and led to ramifications for all three families' safety. The fight for equal justice and dignity came above all else for the three mothers.These women, their similarities and differences, as individuals and as mothers, represent a piece of history left untold and a celebration of Black motherhood long overdue.",history-biography
On Juneteenth,Annette Gordon-Reed,4.19,"['History', 'Nonfiction', 'Memoir', 'Race', 'Essays', 'Audiobook', 'Social', 'Justice']",152,"Weaving together American history, dramatic family chronicle, and searing episodes of memoir, Annette Gordon-Reed’s On Juneteenth provides a historian’s view of the country’s long road to Juneteenth, recounting both its origins in Texas and the enormous hardships that African-Americans have endured in the century since, from Reconstruction through Jim Crow and beyond. All too aware of the stories of cowboys, ranchers, and oilmen that have long dominated the lore of the Lone Star State, Gordon-Reed—herself a Texas native and the descendant of enslaved people brought to Texas as early as the 1820s—forges a new and profoundly truthful narrative of her home state, with implications for us all.Combining personal anecdotes with poignant facts gleaned from the annals of American history, Gordon-Reed shows how, from the earliest presence of Black people in Texas to the day in Galveston on June 19, 1865, when Major General Gordon Granger announced the end of legalized slavery in the state, African-Americans played an integral role in the Texas story.Reworking the traditional “Alamo” framework, she powerfully demonstrates, among other things, that the slave- and race-based economy not only defined the fractious era of Texas independence but precipitated the Mexican-American War and, indeed, the Civil War itself.In its concision, eloquence, and clear presentation of history, On Juneteenth vitally revises conventional renderings of Texas and national history. Especially now that the U.S. recognizes Juneteenth (June 19) as a national holiday, On Juneteenth is both an essential account and a stark reminder that the fight for equality is exigent and ongoing.",history-biography
Four Lost Cities: A Secret History of the Urban Age,Annalee Newitz,3.79,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Archaeology', 'Audiobook', 'Historical']",320,"A quest to explore some of the most spectacular ancient cities in human history—and figure out why people abandoned them. In Four Lost Cities, acclaimed science journalist Annalee Newitz takes readers on an entertaining and mind-bending adventure into the deep history of urban life. Investigating across the centuries and around the world, Newitz explores the rise and fall of four ancient cities, each the center of a sophisticated civilization: the Neolithic site of Çatalhöyük in Central Turkey, the Roman vacation town of Pompeii on Italy’s southern coast, the medieval megacity of Angkor in Cambodia, and the indigenous metropolis Cahokia, which stood beside the Mississippi River where East St. Louis is today.Newitz travels to all four sites and investigates the cutting-edge research in archaeology, revealing the mix of environmental changes and political turmoil that doomed these ancient settlements. Tracing the early development of urban planning, Newitz also introduces us to the often anonymous workers—slaves, women, immigrants, and manual laborers—who built these cities and created monuments that lasted millennia.Four Lost Cities is a journey into the forgotten past, but, foreseeing a future in which the majority of people on Earth will be living in cities, it may also reveal something of our own fate.",history-biography
Walk in My Combat Boots: True Stories from America's Bravest Warriors,James Patterson,4.19,"['Nonfiction', 'History', 'Military', 'Fiction', 'Biography', 'War', 'Military', 'History', 'Contemporary']",416,"""These are the stories America needs to hear about the remarkable young men and women who serve."" - Admiral William H. McRaven, US Navy (Ret.). The most moving and powerful war stories ever told, by the men and women who lived them.*Walk in my Combat Boots* is a powerful collection crafted from hundreds of original interviews by James Patterson, the world’s #1 bestselling writer, and First Sergeant US Army (Ret.) Matt Eversmann, part of the Ranger unit portrayed in the movie *Black Hawk Down*.These are the brutally honest stories usually only shared amongst comrades in arms. Here, in the voices of the men and women who’ve fought overseas from Vietnam to Iraq and Afghanistan, is a rare eye-opening look into what wearing the uniform, fighting in combat, losing friends and coming home is *really* like. Readers who next thank a military member for their service will finally have a true understanding of what that thanks is for",history-biography
Madhouse at the End of the Earth: The Belgica's Journey into the Dark Antarctic Night,Julian Sancton,4.27,"['Nonfiction', 'History', 'Adventure', 'Travel', 'Historical', 'Survival', 'Biography']",354,"The harrowing true survival story of an early polar expedition that went terribly awry--with the ship frozen in ice and the crew trapped inside for the entire sunless, Antarctic winter--in the tradition of David Grann, Nathaniel Philbrick, and Hampton SidesIn August 1897, thirty-one-year-old commandant Adrien de Gerlache set sail aboard the Belgica, fueled by a profound sense of adventure and dreams of claiming glory for his native Belgium. His destination was the uncharted end of the earth: the icy continent of Antarctica. But the commandant's plans for a three-year expedition to reach the magnetic South Pole would be thwarted at each turn. Before the ship cleared South America, it had already broken down, run aground, and lost several key crew members, leaving behind a group with dubious experience for such an ambitious voyage.As the ship progressed into the freezing waters, the captain had to make a choice: turn back and spare his men the potentially devastating consequences of getting stuck, or recklessly sail deeper into the ice pack to chase glory and fame. He sailed on, and the Belgica soon found itself stuck fast in the icy hold of the Antarctic continent. The ship would winter on the ice. Plagued by a mysterious, debilitating illness and besieged by the monotony of their days, the crew deteriorated as their confinement in suffocating close quarters wore on and their hope of escape dwindled daily. As winter approached the days grew shorter, until the sun set on the magnificent polar landscape one last time, condemning the ship's occupants to months of quarantine in an endless night.Forged in fire and carved by ice, Antarctica proved a formidable opponent for the motley crew. Among them was Frederick Cook, an American doctor--part scientist, part adventurer, part P.T. Barnum--whose unorthodox methods delivered many of the crew from the gruesome symptoms of scurvy and whose relentless optimism buoyed their spirits through the long, dark polar night. Then there was Roald Amundsen, a young Norwegian who went on to become a storied polar explorer in his own right, exceeding de Gerlache's wildest dreams by leading the first expeditions to traverse the Northwest Passage and reach the South Pole.Drawing on firsthand accounts of the Belgica's voyage and exclusive access to the ship's logbook, Sancton tells the tale of its long, isolated imprisonment on the ice--a story that NASA studies today in its research on isolation for missions to Mars. In vivid, hair-raising prose, Sancton recounts the myriad forces that drove these men right up to and over the brink of madness.",history-biography
"Bag Man: The Wild Crimes, Audacious Cover-Up, and Spectacular Downfall of a Brazen Crook in the White House",Rachel Maddow,4.3,"['Nonfiction', 'History', 'Politics', 'True', 'Crime', 'Biography', 'American', 'History', 'Crime']",291,"The untold story of the other scandal that rocked Nixon's White House: the wild crimes, audacious cover-up, and spectacular downfall of Vice President Spiro Agnew - with new reporting that expands on Rachel Maddow's Peabody Award-nominated podcast.Is it possible for an American vice president to direct a vast criminal enterprise within the halls of the White House? To have one of the most brazen corruption scandals in American history play out while nobody's paying attention? And for that scandal to be all but forgotten decades later?The year was 1973, and the vice president in question was Spiro T. Agnew, Richard Nixon's second-in-command. Long on firebrand rhetoric and short on political experience, Agnew had carried out a bribery and extortion ring in office for years, when--at the height of Watergate--three young federal prosecutors discovered his crimes and launched a mission to take him down before it was too late. Before Nixon's downfall made way for Agnew to ascend to the presidency himself. Agnew did everything he could to bury their investigation: dismissing it as a ""witch hunt,"" riling up his partisan base, making the press the enemy, and, with a crumbling circle of loyalists, scheming to obstruct justice.In this blockbuster account, Rachel Maddow and Michael Yarvitz detail the investigation that exposed Agnew's crimes, the attempts at a cover-up - which involved future President George H. W. Bush - and the bargain that forced Agnew's resignation but also spared him years in federal prison. Based on the hit podcast, Bag Man expands and deepens the story of Spiro Agnew's scandal and its lasting influence on our politics, our media, and our understanding of what it takes to confront a criminal in the White House.",history-biography
"The Taking of Jemima Boone: Colonial Settlers, Tribal Nations, and the Kidnap That Shaped America",Matthew Pearl,3.65,"['History', 'Nonfiction', 'American', 'History', 'True', 'Crime', 'Biography', 'Historical', 'Audiobook']",288,"On a quiet midsummer day in 1776, weeks after the signing of the Declaration of Independence, thirteen-year-old Jemima Boone and her friends Betsy and Fanny Callaway disappear near the Kentucky settlement of Boonesboro, the echoes of their faraway screams lingering on the air.A Cherokee-Shawnee raiding party has taken the girls as the latest salvo in the blood feud between American Indians and the colonial settlers who have decimated native lands and resources. Hanging Maw, the raiders’ leader, recognizes one of the captives as Jemima Boone, daughter of Kentucky's most influential pioneers, and realizes she could be a valuable pawn in the battle to drive the colonists out of the contested Kentucky territory for good.With Daniel Boone and his posse in pursuit, Hanging Maw devises a plan that could ultimately bring greater peace both to the tribes and the colonists. But after the girls find clever ways to create a trail of clues, the raiding party is ambushed by Boone and the rescuers in a battle with reverberations that nobody could predict. As Matthew Pearl reveals, the exciting story of Jemima Boone’s kidnapping vividly illuminates the early days of America’s westward expansion, and the violent and tragic clashes across cultural lines that ensue.In this enthralling narrative in the tradition of Candice Millard and David Grann, Matthew Pearl unearths a forgotten and dramatic series of events from early in the Revolutionary War that opens a window into America’s transition from colony to nation, with the heavy moral costs incurred amid shocking new alliances and betrayals.",history-biography
Facing the Mountain: A True Story of Japanese American Heroes in World War II,Daniel James Brown,4.49,"['Nonfiction', 'History', 'World', 'War', 'I', 'I', 'War', 'Audiobook', 'Historical', 'American', 'History']",560,"From the #1 New York Times bestselling author of The Boys in the Boat, a gripping World War II saga of patriotism and courage: the special Japanese-American Army unit that overcame brutal odds in Europe; their families, incarcerated back home; and a young man who refused to surrender his constitutional rights, even if it meant imprisonment.They came from across the continent and Hawaii. Their parents taught them to embrace both their Japanese heritage and the ways of their American homeland. They faced bigotry, yet they believed in their bright futures as American citizens. But within days of Pearl Harbor, the FBI was ransacking their houses and locking up their fathers. And within months many would themselves be living behind barbed wire.Facing the Mountain is an unforgettable chronicle of war-time America and the battlefields of Europe. Based on Daniel James Brown's extensive interviews with the families of the protagonists as well as deep archival research, it portrays the kaleidoscopic journey of four Japanese-American families and their sons, who volunteered for 442nd Regimental Combat Team and were deployed to France, Germany, and Italy, where they were asked to do the near impossible.But this is more than a war story. Brown also tells the story of these soldiers' parents, immigrants who were forced to shutter the businesses, surrender their homes, and submit to life in concentration camps on U.S. soil. Woven throughout is the chronicle of a brave young man, one of a cadre of patriotic resisters who stood up against their government in defense of their own rights. Whether fighting on battlefields or in courtrooms, these were Americans under unprecedented strain, doing what Americans do best--striving, resisting, pushing back, rising up, standing on principle, laying down their lives, and enduring.",history-biography
Amazon Unbound: Jeff Bezos and the Invention of a Global Empire,Brad Stone,4.09,"['Business', 'Biography', 'Nonfiction', 'Technology', 'History', 'Leadership', 'Economics']",496,"Almost ten years ago, Bloomberg journalist Brad Stone captured the rise of Amazon in his bestseller The Everything Store. Since then, Amazon has expanded exponentially, inventing novel products like Alexa and disrupting countless industries, while its workforce has quintupled in size and its valuation has soared to well over a trillion dollars. Jeff Bezos’s empire, once housed in a garage, now spans the globe. Between services like Whole Foods, Prime Video, and Amazon’s cloud computing unit, AWS, plus Bezos’s ownership of The Washington Post, it’s impossible to go a day without encountering its impact. We live in a world run, supplied, and controlled by Amazon and its iconoclast founder.In Amazon Unbound, Brad Stone presents a deeply reported, vividly drawn portrait of how a retail upstart became one of the most powerful and feared entities in the global economy. Stone also probes the evolution of Bezos himself—who started as a geeky technologist totally devoted to building Amazon, but who transformed to become a fit, disciplined billionaire with global ambitions; who ruled Amazon with an iron fist, even as he found his personal life splashed over the tabloids.",history-biography
Zero Fail: The Rise and Fall of the Secret Service,Carol Leonnig,4.24,"['Nonfiction', 'History', 'Politics', 'American', 'History', 'Audiobook', 'Historical', 'True', 'Crime']",560,"The first definitive account of the rise and fall of the Secret Service, from the Kennedy assassination to the ongoing scandals under Obama and Trump--by Pulitzer Prize winner and #1 New York Times bestselling co-author of A Very Stable GeniusCarol Leonnig has been covering the Secret Service for The Washington Post for most of the last decade, bringing to light the gaffes and scandals that plague the agency today--from a toxic work culture to outdated equipment and training to the deep resentment among the ranks with the agency's leadership. But the Secret Service wasn't always so troubled.The Secret Service was born in 1865, in the wake of the assassination of Abraham Lincoln, but its story begins in earnest in 1963, with the death of John F. Kennedy. Shocked into reform by their failure to protect the president on that fateful day, this once-sleepy agency was rapidly transformed into a proud, elite unit that would finally redeem themselves in 1981 by valiantly thwarting an assassination attempt against Ronald Reagan. But this reputation for courage and efficiency would not last forever. By Barack Obama's presidency, the Secret Service was becoming notorious for break-ins at the White House, an armed gunman firing at the building while agents stood by, a massive prostitution scandal in Cartagena, and many other dangerous lapses.To expose the these shortcomings, Leonnig interviewed countless current and former agents who risked their careers to speak out about an agency that's broken and in desperate need of a reform.",history-biography
Firekeeper's Daughter,Angeline Boulley,4.34,"['Young', 'Adult', 'Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Contemporary', 'Mystery', 'Thriller']",494,"Eighteen-year-old Daunis Fontaine has never quite fit in, both in her hometown and on the nearby Ojibwe reservation. She dreams of a fresh start at college, but when family tragedy strikes, Daunis puts her future on hold to look after her fragile mother. The only bright spot is meeting Jamie, the charming new recruit on her brother Levi’s hockey team.Yet even as Daunis falls for Jamie, she senses the dashing hockey star is hiding something. Everything comes to light when Daunis witnesses a shocking murder, thrusting her into an FBI investigation of a lethal new drug.Reluctantly, Daunis agrees to go undercover, drawing on her knowledge of chemistry and Ojibwe traditional medicine to track down the source. But the search for truth is more complicated than Daunis imagined, exposing secrets and old scars. At the same time, she grows concerned with an investigation that seems more focused on punishing the offenders than protecting the victims.Now, as the deceptions—and deaths—keep growing, Daunis must learn what it means to be a strong Anishinaabe kwe (Ojibwe woman) and how far she’ll go for her community, even if it tears apart the only world she’s ever known.",young-adult-fiction
The Hawthorne Legacy,Jennifer Lynn Barnes,4.23,"['Mystery', 'Young', 'Adult', 'Romance', 'Fiction', 'Contemporary', 'Mystery', 'Thriller', 'Thriller']",358,"Mystery. Riches. Romance. Betrayal.TWO CAN PLAY THIS GAME.Overnight, Avery Grambs went from sleeping in her car to billionaire heiress. Now ensconced in a world of opulence, riddles, danger, and family secrets, Avery is on the hunt for the one person who might hold the answers to all her questions—including why eccentric billionaire Tobias Hawthorne left his entire fortune to Avery, a virtual stranger, rather than to his own daughters and grandsons.Avery has a DNA test that proves she’s not a Hawthorne by blood, but cryptic clues begin piling up, hinting at a deeper connection to the family. Soon, Avery finds herself pulled into another game just as twisted as the first. As she works her way through puzzle after puzzle, it becomes clear that nothing is what it seems. Grayson and Jameson, two of the enigmatic and magnetic Hawthorne grandsons, continue to pull Avery in different directions, and it's getting harder to tell who her allies are and who will stop at nothing to see Avery out of the picture—by any means necessary.",young-adult-fiction
Ace of Spades,Faridah Àbíké-Íyímídé,4.19,"['Young', 'Adult', 'Mystery', 'Thriller', 'Contemporary', 'Fiction', 'Mystery', 'Thriller', 'LGBT']",422,"Gossip Girl meets Get Out in Ace of Spades, a YA contemporary thriller by debut author Faridah Àbíké-Íyímídé about two students, Devon & Chiamaka, and their struggles against an anonymous bully. When two Niveus Private Academy students, Devon Richards and Chiamaka Adebayo, are selected to be part of the elite school’s senior class prefects, it looks like their year is off to an amazing start. After all, not only does it look great on college applications, but it officially puts each of them in the running for valedictorian, too.Shortly after the announcement is made, though, someone who goes by Aces begins using anonymous text messages to reveal secrets about the two of them that turn their lives upside down and threaten every aspect of their carefully planned futures.As Aces shows no sign of stopping, what seemed like a sick prank quickly turns into a dangerous game, with all the cards stacked against them. Can Devon and Chiamaka stop Aces before things become incredibly deadly?With heart-pounding suspense and relevant social commentary comes a high-octane thriller from debut author Faridah Àbíké-Íyímídé.",young-adult-fiction
Aristotle and Dante Dive into the Waters of the World,Benjamin Alire Sáenz,4.15,"['Romance', 'Young', 'Adult', 'Contemporary', 'Queer', 'Fiction', 'Audiobook', 'LGBT']",516,"In Aristotle and Dante Discover the Secrets of the Universe, two boys in a border town fell in love. Now, they must discover what it means to stay in love and build a relationship in a world that seems to challenge their very existence. Ari has spent all of high school burying who he really is, staying silent and invisible. He expected his senior year to be the same. But something in him cracked open when he fell in love with Dante, and he can’t go back. Suddenly he finds himself reaching out to new friends, standing up to bullies of all kinds, and making his voice heard. And, always, there is Dante, dreamy, witty Dante, who can get on Ari’s nerves and fill him with desire all at once. The boys are determined to forge a path for themselves in a world that doesn’t understand them. But when Ari is faced with a shocking loss, he’ll have to fight like never before to create a life that is truthfully, joyfully his own.The highly anticipated sequel to the critically acclaimed, multiple award-winning novel Aristotle and Dante Discover the Secrets of the Universe is an achingly romantic, tender tale sure to captivate fans of Adam Silvera and Mary H.K. Choi.",young-adult-fiction
